Pokemon,Game Title, Description
ビリリダマ,ダイヤモンド・パール(漢字), モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
ビリリダマ,プラチナ, モンスターボールに そっくり。まちがって さわると かんでんしたり ときには ばくはつするので きけん。
ビリリダマ,プラチナ(漢字), モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
ビリリダマ,ブラック・ホワイト, モンスターボールに そっくり。まちがって さわると かんでんしたり ときには ばくはつするので きけん。
ビリリダマ,ブラック・ホワイト(漢字), モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
ビリリダマ,ブラック2・ホワイト2, モンスターボールに そっくり。まちがって さわると かんでんしたり ときには ばくはつするので きけん。
ビリリダマ,ブラック2・ホワイト2(漢字), モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
ビリリダマ,ブリリアントダイヤモンド・シャイニングパール, モンスターボールに そっくり。まちがって さわると かんでんしたり ときには ばくはつするので きけん。
ビリリダマ,ブリリアントダイヤモンド・シャイニングパール(漢字), モンスターボールに そっくり。 間違って 触ると 感電したり ときには 爆発するので 危険。
ビリリダマ,Pokémon LEGENDS アルセウス, ヒスイのすがた
ビリリダマ,Pokémon LEGENDS アルセウス, モンスターボールと 空似せし 謎の ポケモン。気 昂るほど 腹に 蓄えし電流を 解き放ち 大笑す。
マルマイン,赤・緑, すこしの しげきに はんのうして ばくはつする。バクダンボールという あだなで こわがられて いる。
マルマイン,赤・緑(漢字), 少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。
マルマイン,ファイアレッド, すこしの しげきに はんのうして ばくはつする。バクダンボールという あだなで こわがられて いる。
マルマイン,ファイアレッド(漢字), 少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。
マルマイン,X, すこしの しげきに はんのうして ばくはつする。バクダンボールという あだなで こわがられて いる。
マルマイン,X(漢字), 少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。
マルマイン,バイオレット, すこしの しげきに はんのうして ばくはつする。バクダンボールという あだなで こわがられて いる。
マルマイン,バイオレット(漢字), 少しの 刺激に 反応して 爆発する。バクダンボールという あだ名で 怖がられている。
マルマイン,青, ぼうだいな エレクトン エネルギーを ためこんでおり ちょっとした しげきで だいばくはつを おこす。
マルマイン,リーフグリーン, ぼうだいな エレクトン エネルギーを ためこんでおり ちょっとした しげきで だいばくはつを おこす。
マルマイン,ピカチュウ, すこしでも しょうげきを あたえると たいないの エレクトンエネルギーが あふれて ばくはつ してしまう。
マルマイン,ピカチュウ(漢字), 少しでも 衝撃を 与えると 体内の エレクトンエネルギーが あふれて 爆発 してしまう。
マルマイン,ポケモンピンボール, すこしでも しょうげきを あたえると たいないの エレクトンエネルギーが あふれて ばくはつ してしまう。
マルマイン,ポケモンピンボール(漢字), 少しでも 衝撃を 与えると 体内の エレクトンエネルギーが あふれて 爆発 してしまう。
マルマイン,Let's Go! ピカチュウ・Let's Go! イーブイ, すこしでも しょうげきを あたえると たいないの エレクトンエネルギーが あふれて ばくはつ してしまう。
マルマイン,Let's Go! ピカチュウ・Let's Go! イーブイ(漢字), 少しでも 衝撃を 与えると 体内の エレクトンエネルギーが あふれて 爆発 してしまう。
マルマイン,金, たいりょうの でんきエネルギーを もてあまし ひまに なると ばくはつして あそぶので きけん。
マルマイン,ハートゴールド, たいりょうの でんきエネルギーを もてあまし ひまに なると ばくはつして あそぶので きけん。
マルマイン,銀, あふれるほどの でんきエネルギーを たいないに ためこんでいるので すこしの しげきで ばくはつする。
マルマイン,銀(漢字), あふれるほどの 電気エネルギーを 体内に ためこんでいるので 少しの 刺激で 爆発する。
マルマイン,ソウルシルバー, あふれるほどの でんきエネルギーを たいないに ためこんでいるので すこしの しげきで ばくはつする。
マルマイン,ソウルシルバー(漢字), あふれるほどの 電気エネルギーを 体内に ためこんでいるので 少しの 刺激で 爆発する。
マルマイン,Y, あふれるほどの でんきエネルギーを たいないに ためこんでいるので すこしの しげきで ばくはつする。
マルマイン,Y(漢字), あふれるほどの 電気エネルギーを 体内に ためこんでいるので 少しの 刺激で 爆発する。
マルマイン,クリスタル, でんきエネルギーを ためこむほど こうそくで うごけるようになるが そのぶん ばくはつ しやすい。
マルマイン,クリスタル(漢字), 電気エネルギーを 溜めこむほど 高速で 動けるようになるが そのぶん 爆発 しやすい。
マルマイン,スカーレット, でんきエネルギーを ためこむほど こうそくで うごけるようになるが そのぶん ばくはつ しやすい。
マルマイン,スカーレット(漢字), 電気エネルギーを 溜めこむほど 高速で 動けるようになるが そのぶん 爆発 しやすい。
マルマイン,ルビー, くうきちゅうの でんきエネルギーを たべる。カミナリの おちる ひは でんきを たべすぎた マルマインが あちらこちらで だいばくはつする。
マルマイン,ルビー(漢字), 空気中の 電気エネルギーを 食べる。 カミナリの 落ちる 日は 電気を 食べ過ぎた マルマインが あちらこちらで 大爆発する。
マルマイン,オメガルビー, くうきちゅうの でんきエネルギーを たべる。カミナリの おちる ひは でんきを たべすぎた マルマインが あちらこちらで だいばくはつする。
マルマイン,オメガルビー(漢字), 空気中の 電気エネルギーを 食べる。 カミナリの 落ちる 日は 電気を 食べ過ぎた マルマインが あちらこちらで 大爆発する。
マルマイン,サファイア, でんきに ひきよせられる せいしつを もつ。おもに はつでんしょに あつまってきて つくった ばかりの でんきを たべてしまう こまりものだ。
マルマイン,サファイア(漢字), 電気に 引き寄せられる 性質を 持つ。 主に 発電所に 集まってきて つくった ばかりの 電気を 食べてしまう 困りものだ。
マルマイン,アルファサファイア, でんきに ひきよせられる せいしつを もつ。おもに はつでんしょに あつまってきて つくった ばかりの でんきを たべてしまう こまりものだ。
マルマイン,アルファサファイア(漢字), 電気に 引き寄せられる 性質を 持つ。 主に 発電所に 集まってきて つくった ばかりの 電気を 食べてしまう 困りものだ。
マルマイン,エメラルド, はつでんしょに たいりょうはっせいする。でんきを たべてしまうため ちかくの まちでは だいていでんが おこり おおさわぎに なる。
マルマイン,ダイヤモンド・パール, でんきエネルギーを ためすぎて ぱんぱんに ふくらんだ マルマインが かぜに ながされてくることが ある。
マルマイン,ダイヤモンド・パール(漢字), 電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
マルマイン,プラチナ, でんきエネルギーを ためすぎて ぱんぱんに ふくらんだ マルマインが かぜに ながされてくることが ある。
マルマイン,プラチナ(漢字), 電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
マルマイン,ブラック・ホワイト, でんきエネルギーを ためすぎて ぱんぱんに ふくらんだ マルマインが かぜに ながされてくることが ある。
マルマイン,ブラック・ホワイト(漢字), 電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
マルマイン,ブラック2・ホワイト2, でんきエネルギーを ためすぎて ぱんぱんに ふくらんだ マルマインが かぜに ながされてくることが ある。
マルマイン,ブラック2・ホワイト2(漢字), 電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
マルマイン,ブリリアントダイヤモンド・シャイニングパール, でんきエネルギーを ためすぎて ぱんぱんに ふくらんだ マルマインが かぜに ながされてくることが ある。
マルマイン,ブリリアントダイヤモンド・シャイニングパール(漢字), 電気エネルギーを ため過ぎて ぱんぱんに 膨らんだ マルマインが 風に 流されてくることが ある。
マルマイン,Pokémon LEGENDS アルセウス, ヒスイのすがた
マルマイン,Pokémon LEGENDS アルセウス, 体表の組織 ぼんぐりの成分と 極めて 近く 不思議。苛立ちしときに 放つ 電流は 落雷 20回分に 匹敵す。
タマタマ,赤・緑, なにかの たまごの ようだが じつは しょくぶつの タネにちかい いきもの であることが わかった。
タマタマ,赤・緑(漢字), なにかの タマゴのようだが じつは 植物の タネにちかい 生き物であることが わかった。
タマタマ,ファイアレッド, なにかの たまごの ようだが じつは しょくぶつの タネにちかい いきもの であることが わかった。
タマタマ,ファイアレッド(漢字), なにかの タマゴのようだが じつは 植物の タネにちかい 生き物であることが わかった。
タマタマ,Y, なにかの たまごの ようだが じつは しょくぶつの タネにちかい いきもの であることが わかった。
タマタマ,Y(漢字), なにかの タマゴのようだが じつは 植物の タネにちかい 生き物であることが わかった。
タマタマ,青, たまごだと おもって さわると なかまが どんどん あつまってきて しゅうだん こうげきに あう。
タマタマ,青(漢字), タマゴだと 思って 触ると 仲間が どんどん 集まってきて 集団攻撃に あう。
タマタマ,リーフグリーン, たまごだと おもって さわると なかまが どんどん あつまってきて しゅうだん こうげきに あう。
タマタマ,リーフグリーン(漢字), タマゴだと 思って 触ると 仲間が どんどん 集まってきて 集団攻撃に あう。
タマタマ,スカーレット, たまごだと おもって さわると なかまが どんどん あつまってきて しゅうだん こうげきに あう。
タマタマ,スカーレット(漢字), タマゴだと 思って 触ると 仲間が どんどん 集まってきて 集団攻撃に あう。
タマタマ,ピカチュウ, タマの ひとつひとつが おたがいに ひきあって かいてんしている。6つでないと あんていしないのだ。
タマタマ,ピカチュウ(漢字), タマの ひとつひとつが お互いに 引きあって 回転している。 6つでないと 安定しないのだ。
タマタマ,ポケモンピンボール, タマの ひとつひとつが おたがいに ひきあって かいてんしている。6つでないと あんていしないのだ。
タマタマ,ポケモンピンボール(漢字), タマの ひとつひとつが お互いに 引きあって 回転している。 6つでないと 安定しないのだ。
タマタマ,Let's Go! ピカチュウ・Let's Go! イーブイ, タマの ひとつひとつが おたがいに ひきあって かいてんしている。6つでないと あんていしないのだ。
タマタマ,Let's Go! ピカチュウ・Let's Go! イーブイ(漢字), タマの ひとつひとつが お互いに 引きあって 回転している。 6つでないと 安定しないのだ。
タマタマ,金, ひょうめんは けっこう かたい。ひびわれても なかみが こぼれたり することなく いきていける。
タマタマ,ハートゴールド, ひょうめんは けっこう かたい。ひびわれても なかみが こぼれたり することなく いきていける。
タマタマ,銀, タマタマだけに つたわる テレパシーを だしあっているので どんなときでも 6ぴき あつまれる。
タマタマ,銀(漢字), タマタマだけに 伝わる テレパシーを 出し合っているので どんなときでも 6匹 集まれる。
タマタマ,ソウルシルバー, タマタマだけに つたわる テレパシーを だしあっているので どんなときでも 6ぴき あつまれる。
タマタマ,ソウルシルバー(漢字), タマタマだけに 伝わる テレパシーを 出し合っているので どんなときでも 6匹 集まれる。
タマタマ,バイオレット, タマタマだけに つたわる テレパシーを だしあっているので どんなときでも 6ぴき あつまれる。
タマタマ,バイオレット(漢字), タマタマだけに 伝わる テレパシーを 出し合っているので どんなときでも 6匹 集まれる。
タマタマ,クリスタル, 1ぴきだけ ひきはなそうと しても きょうりょくに ひきあっているので すぐに 6ぴき あつまってしまう。
タマタマ,ルビー・サファイア, なかまおもいの 6この たまごは おたがいに ひきつけあい くるくる かいてんしている。カラの ヒビが ふえると しんかは まぢかだ。
タマタマ,ルビー・サファイア(漢字), 仲間思いの 6個の 卵は お互いに 引きつけ合い くるくる 回転している。 カラの ヒビが 増えると 進化は 間近だ。
タマタマ,エメラルド, なかまおもいの 6この たまごは おたがいに ひきつけあい くるくる かいてんしている。カラの ヒビが ふえると しんかは まぢかだ。
タマタマ,エメラルド(漢字), 仲間思いの 6個の 卵は お互いに 引きつけ合い くるくる 回転している。 カラの ヒビが 増えると 進化は 間近だ。
タマタマ,オメガルビー・アルファサファイア, なかまおもいの 6この たまごは おたがいに ひきつけあい くるくる かいてんしている。カラの ヒビが ふえると しんかは まぢかだ。
タマタマ,オメガルビー・アルファサファイア(漢字), 仲間思いの 6個の 卵は お互いに 引きつけ合い くるくる 回転している。 カラの ヒビが 増えると 進化は 間近だ。
タマタマ,ダイヤモンド・パール, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,ダイヤモンド・パール(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,プラチナ, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,プラチナ(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,ブラック・ホワイト, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,ブラック・ホワイト(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,ブラック2・ホワイト2, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,ブラック2・ホワイト2(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,X, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,X(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,ブリリアントダイヤモンド・シャイニングパール, テレパシーで かいわをしているため タマタマを ひきはなそうとしても すぐに あつまって 6ぴきになる。
タマタマ,ブリリアントダイヤモンド・シャイニングパール(漢字), テレパシーで 会話をしているため タマタマを 引き離そうとしても すぐに 集まって 6匹になる。
タマタマ,サン, テレパシーで なかまと こうしんする。 しょくぶつと あるしゅの タイプの いでんしを あわせもつと いう。
タマタマ,サン(漢字), テレパシーで 仲間と 交信する。 植物と ある種の タイプの 遺伝子を 併せ持つと いう。
タマタマ,ムーン, 6ぴきで 1にんまえの ポケモン。 マケンカニに よく ねらわれるが ねんりきを つかって げきたいする。
タマタマ,ムーン(漢字), 6匹で 1人前の ポケモン。 マケンカニに よく 狙われるが 念力を 使って 撃退する。
タマタマ,ウルトラサン, 6ぴきで 1ぴき。 なにかあって 1ぴき へっても よくあさに なると かならず 6ぴきに もどっている。
タマタマ,ウルトラサン(漢字), 6匹で 1匹。 なにかあって 1匹 減っても 翌朝に なると 必ず 6匹に 戻っている。
タマタマ,ウルトラムーン, アローラさんの タマタマは おんなじ おおきさでも かなり おもたい。 しっかり なかみが つまっているのだ。
タマタマ,ウルトラムーン(漢字), アローラ産の タマタマは 同じ 大きさでも かなり 重たい。 しっかり 中身が 詰まっているのだ。
タマタマ,ソード, タマゴのように みえるが りっぱな ポケモン。 テレパシーで なかまと こうしん している らしいぞ。
タマタマ,ソード(漢字), タマゴのように 見えるが 立派な ポケモン。 テレパシーで 仲間と 交信している らしいぞ。
タマタマ,シールド, 6ぴきで いないと おちつかない。 1ぴきでも いなくなると とたんに にげごしに なるのだ。
タマタマ,シールド(漢字), 6匹で いないと 落ち着かない。 1匹でも いなくなると とたんに 逃げ腰に なるのだ。
ナッシー,赤・緑, あるく ねったいうりん とよばれる。 みの ひとつひとつに かおがあって それぞれ いしを もっている。
ナッシー,赤・緑(漢字), 歩く 熱帯雨林 と呼ばれる。 実の ひとつひとつに 顔があって それぞれ 意思を 持っている。
ナッシー,ファイアレッド, あるく ねったいうりん とよばれる。 みの ひとつひとつに かおがあって それぞれ いしを もっている。
ナッシー,ファイアレッド(漢字), 歩く 熱帯雨林 と呼ばれる。 実の ひとつひとつに 顔があって それぞれ 意思を 持っている。
ナッシー,スカーレット, あるく ねったいうりん とよばれる。 みの ひとつひとつに かおがあって それぞれ いしを もっている。
ナッシー,スカーレット(漢字), 歩く 熱帯雨林 と呼ばれる。 実の ひとつひとつに 顔があって それぞれ 意思を 持っている。
ナッシー,青, ごくまれに あたまの どれか ひとつが じめんに おちるとタマタマになって うごきだすという。
ナッシー,青(漢字), ごくまれに 頭の どれか ひとつが 地面に 落ちると タマタマになって 動きだすという。
ナッシー,リーフグリーン, ごくまれに あたまの どれか ひとつが じめんに おちるとタマタマになって うごきだすという。
ナッシー,リーフグリーン(漢字), ごくまれに 頭の どれか ひとつが 地面に 落ちると タマタマになって 動きだすという。
ナッシー,バイオレット, ごくまれに あたまの どれか ひとつが じめんに おちるとタマタマになって うごきだすという。
ナッシー,バイオレット(漢字), ごくまれに 頭の どれか ひとつが 地面に 落ちると タマタマになって 動きだすという。
ナッシー,ピカチュウ, なきごえが にぎやかなのは 3つある あたまが それぞれ すきなことを かんがえているからだ。
ナッシー,ピカチュウ(漢字), 鳴き声が にぎやかなのは 3つある 頭が それぞれ 好きなことを 考えているからだ。
ナッシー,ポケモンピンボール, なきごえが にぎやかなのは 3つある あたまが それぞれ すきなことを かんがえているからだ。
ナッシー,ポケモンピンボール(漢字), 鳴き声が にぎやかなのは 3つある 頭が それぞれ 好きなことを 考えているからだ。
ナッシー,Let's Go! ピカチュウ・Let's Go! イーブイ, なきごえが にぎやかなのは 3つある あたまが それぞれ すきなことを かんがえているからだ。
ナッシー,Let's Go! ピカチュウ・Let's Go! イーブイ(漢字), 鳴き声が にぎやかなのは 3つある 頭が それぞれ 好きなことを 考えているからだ。
ナッシー,金, 3つの あたまは かんがえることは べつべつでも なかよし なので ケンカしたり しないらしい。
ナッシー,金(漢字), 3つの 頭は 考えることは 別々でも 仲良しなので ケンカしたり しないらしい。
ナッシー,ハートゴールド, 3つの あたまは かんがえることは べつべつでも なかよし なので ケンカしたり しないらしい。
ナッシー,ハートゴールド(漢字), 3つの 頭は 考えることは 別々でも 仲良しなので ケンカしたり しないらしい。
ナッシー,X, 3つの あたまは かんがえることは べつべつでも なかよし なので ケンカしたり しないらしい。
ナッシー,X(漢字), 3つの 頭は 考えることは 別々でも 仲良しなので ケンカしたり しないらしい。
ナッシー,銀, おちた あたまは タマタマとして なかまを さがすため とくしゅな テレパシーを だしはじめる。
ナッシー,ソウルシルバー, おちた あたまは タマタマとして なかまを さがすため とくしゅな テレパシーを だしはじめる。
ナッシー,クリスタル, よい かんきょうで そだちすぎて たくさん ふえた あたまは どれか おちて タマタマになる。
ナッシー,ルビー・サファイア, なんごく うまれの ナッシーの あたまは つよい ひざしを いっぱい あびて どんどん そだち じめんに おちると タマタマに なると いう。
ナッシー,ルビー・サファイア(漢字), 南国 生まれの ナッシーの 頭は 強い 日差しを いっぱい 浴びて どんどん 育ち 地面に 落ちると タマタマに なると いう。
ナッシー,エメラルド, なんごく うまれの ナッシーの あたまは つよい ひざしを いっぱい あびて どんどん そだち じめんに おちると タマタマに なると いう。
ナッシー,エメラルド(漢字), 南国 生まれの ナッシーの 頭は 強い 日差しを いっぱい 浴びて どんどん 育ち 地面に 落ちると タマタマに なると いう。
ナッシー,オメガルビー・アルファサファイア, なんごく うまれの ナッシーの あたまは つよい ひざしを いっぱい あびて どんどん そだち じめんに おちると タマタマに なると いう。
ナッシー,オメガルビー・アルファサファイア(漢字), 南国 生まれの ナッシーの 頭は 強い 日差しを いっぱい 浴びて どんどん 育ち 地面に 落ちると タマタマに なると いう。
ナッシー,ダイヤモンド・パール, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,ダイヤモンド・パール(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,プラチナ, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,プラチナ(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,ブラック・ホワイト, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,ブラック・ホワイト(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,ブラック2・ホワイト2, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,ブラック2・ホワイト2(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,Y, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,Y(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,ブリリアントダイヤモンド・シャイニングパール, あるく ねったいうりんと よばれる。 おおきくなった あたまの ひとつが じめんに おちると タマタマになる。
ナッシー,ブリリアントダイヤモンド・シャイニングパール(漢字), 歩く 熱帯雨林と 呼ばれる。 大きくなった 頭の ひとつが 地面に 落ちると タマタマになる。
ナッシー,サン, それぞれの あたまに いしが あり テレパシーで はなしあい みんなで なにを するのか きめている。
ナッシー,サン(漢字), それぞれの 頭に 意思が あり テレパシーで 話し合い みんなで なにを するのか 決めている。
ナッシー,ムーン, あるじきが くると 3つの あたまの どれかが おちる。 それが やがて タマタマへと せいちょう していく。
ナッシー,ムーン(漢字), ある時期が くると 3つの 頭の どれかが 落ちる。 それが やがて タマタマへと 成長 していく。
ナッシー,ウルトラサン, サイコパワーで てきを むかえうつ。 3つのあたま それぞれが ねんりきを はなつので そのいりょくは 3ばいだ。
ナッシー,ウルトラサン(漢字), サイコパワーで 敵を 迎え撃つ。 3つの頭 それぞれが 念力を 放つので その威力は 3倍だ。
ナッシー,ウルトラムーン, 3つのあたまは みな べつの ことを かんがえている。 いきたい ほうこうが ちがうと みうごきが とれなくなる。
ナッシー,ウルトラムーン(漢字), 3つの頭は 皆 別の ことを 考えている。 行きたい 方向が 違うと 身動きが とれなくなる。
ナッシー,ソード, 3つの あたまは べつのことを かんがえている。 じぶんいがいは あまり きょうみがない ようだ。
ナッシー,ソード(漢字), 3つの 頭は べつのことを 考えている。 自分以外は あまり 興味がない ようだ。
ナッシー,シールド, 3つの あたまが いちがんと なって うつ サイコパワーは きょうりょく。 そらが くもると うごきが にぶる。
ナッシー,シールド(漢字), 3つの 頭が 一丸となって 撃つ サイコパワーは 強力。 空が 曇ると 動きが 鈍る。
ナッシー,New ポケモンスナップ, 3つあるあたまは それぞれちがうことを かんがえているけど なかよしなんだよ。 はまべのきに よりそって ねむるのは ぎたいして みをまもるためなんだ。
ナッシー,New ポケモンスナップ(漢字), 3つある頭は それぞれ違うことを 考えているけど 仲良しなんだよ。 浜辺の木に 寄り添って 眠るのは 擬態して 身を守るためなんだ。
カラカラ,赤・緑, しにわかれた ははおやの ほねを あたまに かぶっている。さびしいとき おおごえで なくという。
カラカラ,赤・緑(漢字), 死に別れた 母親の 骨を 頭に 被っている。寂しいとき 大声で 泣くという。
カラカラ,ファイアレッド, しにわかれた ははおやの ほねを あたまに かぶっている。さびしいとき おおごえで なくという。
カラカラ,ファイアレッド(漢字), 死に別れた 母親の 骨を 頭に 被っている。寂しいとき 大声で 泣くという。
カラカラ,X, しにわかれた ははおやの ほねを あたまに かぶっている。さびしいとき おおごえで なくという。
カラカラ,X(漢字), 死に別れた 母親の 骨を 頭に 被っている。寂しいとき 大声で 泣くという。
カラカラ,青, あたまに ほねの ヘルメットを かぶって いるので ほんとうの かおを みたものは いない。
カラカラ,リーフグリーン, あたまに ほねの ヘルメットを かぶって いるので ほんとうの かおを みたものは いない。
カラカラ,ピカチュウ, しんだ ははおやの ホネを かぶる。なきごえは ホネのなかで ひびいて ものがなしい メロディになる。
カラカラ,ピカチュウ(漢字), 死んだ 母親の ホネを かぶる。 鳴き声は ホネの中で ひびいて もの悲しい メロディになる。
カラカラ,ポケモンピンボール, しんだ ははおやの ホネを かぶる。なきごえは ホネのなかで ひびいて ものがなしい メロディになる。
カラカラ,ポケモンピンボール(漢字), 死んだ 母親の ホネを かぶる。 鳴き声は ホネの中で ひびいて もの悲しい メロディになる。
カラカラ,Let's Go! ピカチュウ・Let's Go! イーブイ, しんだ ははおやの ホネを かぶる。なきごえは ホネのなかで ひびいて ものがなしい メロディになる。
カラカラ,Let's Go! ピカチュウ・Let's Go! イーブイ(漢字), 死んだ 母親の ホネを かぶる。 鳴き声は ホネの中で ひびいて もの悲しい メロディになる。
カラカラ,金, かなしいとき さみしいとき かぶっている ホネが ゆれて はかなく せつない おとがする。
カラカラ,ハートゴールド, かなしいとき さみしいとき かぶっている ホネが ゆれて はかなく せつない おとがする。
カラカラ,銀, しにわかれた ははおやの ホネを いつも かぶっているので すがおが どんなふうか わからない。
カラカラ,銀(漢字), 死に別れた 母親の 骨を いつも 被っているので 素顔が どんなふうか わからない。
カラカラ,ソウルシルバー, しにわかれた ははおやの ホネを いつも かぶっているので すがおが どんなふうか わからない。
カラカラ,ソウルシルバー(漢字), 死に別れた 母親の 骨を いつも 被っているので 素顔が どんなふうか わからない。
カラカラ,Y, しにわかれた ははおやの ホネを いつも かぶっているので すがおが どんなふうか わからない。
カラカラ,Y(漢字), 死に別れた 母親の 骨を いつも 被っているので 素顔が どんなふうか わからない。
カラカラ,クリスタル, うまれて すぐに しにわかれた ははおやの ホネを かぶり ぜったいに すがおを みせない。
カラカラ,ルビー・サファイア, 2どと あえない ははおやの おもかげを まんげつに みつけて なきごえを あげる。かぶっている ホネの しみは なみだの あと。
カラカラ,ルビー・サファイア(漢字), 2度と 会えない 母親の 面影を 満月に みつけて 泣き声を あげる。 被っている ホネの 染みは 涙の あと。
カラカラ,エメラルド, 2どと あえない ははおやの おもかげを まんげつに みつけて なきごえを あげる。かぶっている ホネの しみは なみだの あと。
カラカラ,エメラルド(漢字), 2度と 会えない 母親の 面影を 満月に みつけて 泣き声を あげる。 被っている ホネの 染みは 涙の あと。
カラカラ,オメガルビー・アルファサファイア, 2どと あえない ははおやの おもかげを まんげつに みつけて なきごえを あげる。かぶっている ホネの しみは なみだの あと。
カラカラ,オメガルビー・アルファサファイア(漢字), 2度と 会えない 母親の 面影を 満月に みつけて 泣き声を あげる。 被っている ホネの 染みは 涙の あと。
カラカラ,ダイヤモンド・パール, しにわかれた ははおやを おもいだし ないてしまうとき あたまに かぶった ホネが からからと おとを たてる。
カラカラ,ダイヤモンド・パール(漢字), 死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
カラカラ,プラチナ, しにわかれた ははおやを おもいだし ないてしまうとき あたまに かぶった ホネが からからと おとを たてる。
カラカラ,プラチナ(漢字), 死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
カラカラ,ブラック・ホワイト, しにわかれた ははおやを おもいだし ないてしまうとき あたまに かぶった ホネが からからと おとを たてる。
カラカラ,ブラック・ホワイト(漢字), 死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
カラカラ,ブラック2・ホワイト2, しにわかれた ははおやを おもいだし ないてしまうとき あたまに かぶった ホネが からからと おとを たてる。
カラカラ,ブラック2・ホワイト2(漢字), 死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
カラカラ,ブリリアントダイヤモンド・シャイニングパール, しにわかれた ははおやを おもいだし ないてしまうとき あたまに かぶった ホネが からからと おとを たてる。
カラカラ,ブリリアントダイヤモンド・シャイニングパール(漢字), 死に別れた 母親を 思い出し 泣いてしまうとき 頭に かぶった ホネが からからと 音を 立てる。
カラカラ,サン, しにわかれた ははを おもいだして おおごえで なく。こえをききつけた バルジーナに そらから ねらわれる。
カラカラ,サン(漢字), 死に別れた 母を 思いだして 大声で 泣く。声を聞きつけた バルジーナに 空から 狙われる。
カラカラ,ムーン, あたまに かぶった ずがいこつは しんだ ははおや。 しの かなしみを のりこえたとき しんかすると いう。
カラカラ,ムーン(漢字), 頭に 被った 頭がい骨は 死んだ 母親。 死の 悲しみを 乗り越えたとき 進化する という。
カラカラ,ウルトラサン, なくした ははおやを おもい よるに なきさけぶが そのせいで てんてきの バルジーナに みつかってしまう。
カラカラ,ウルトラサン(漢字), 亡くした 母親を 思い 夜に 泣き叫ぶが そのせいで 天敵の バルジーナに 見つかってしまう。
カラカラ,ウルトラムーン, ははおやの ホネを かぶっているので すがおも ひょうじょうも わからない。 ただ いつも ずっと ないているぞ。
